T	NTG1	NTG3	NTG5	NTG7	NTG9	NTG11
0.4793	0.32301	0.29764	0.29291	0.29092	0.28982	0.28912
0.48034	0.32266	0.29734	0.29263	0.29064	0.28954	0.28884
0.48138	0.32231	0.29705	0.29234	0.29036	0.28926	0.28856
0.48243	0.32195	0.29676	0.29206	0.29008	0.28899	0.28829
0.48347	0.3216	0.29646	0.29178	0.2898	0.28871	0.28802
0.48452	0.32125	0.29617	0.2915	0.28952	0.28844	0.28774
0.48556	0.32091	0.29588	0.29122	0.28925	0.28816	0.28747
0.48661	0.32056	0.29559	0.29094	0.28897	0.28789	0.2872
0.48765	0.32021	0.2953	0.29066	0.2887	0.28761	0.28693
0.48869	0.31987	0.29502	0.29038	0.28843	0.28734	0.28666
0.48974	0.31953	0.29473	0.2901	0.28815	0.28707	0.28639
0.49078	0.31918	0.29444	0.28983	0.28788	0.2868	0.28612
0.49183	0.31884	0.29416	0.28955	0.28761	0.28653	0.28585
0.49287	0.3185	0.29388	0.28928	0.28734	0.28626	0.28559
0.49391	0.31816	0.29359	0.28901	0.28707	0.286	0.28532
0.49496	0.31782	0.29331	0.28873	0.2868	0.28573	0.28505
0.496	0.31749	0.29303	0.28846	0.28653	0.28546	0.28479
0.49705	0.31715	0.29275	0.28819	0.28626	0.2852	0.28453
0.49809	0.31682	0.29247	0.28792	0.286	0.28493	0.28426
0.49914	0.31648	0.29219	0.28765	0.28573	0.28467	0.284
0.50018	0.31615	0.29191	0.28738	0.28547	0.28441	0.28374
0.50122	0.31582	0.29163	0.28711	0.2852	0.28415	0.28348
0.50227	0.31549	0.29136	0.28684	0.28494	0.28388	0.28322
0.50331	0.31516	0.29108	0.28658	0.28468	0.28362	0.28296
0.50436	0.31483	0.2908	0.28631	0.28441	0.28336	0.2827
0.5054	0.31451	0.29053	0.28605	0.28415	0.2831	0.28244
0.50645	0.31418	0.29026	0.28578	0.28389	0.28285	0.28219
0.50749	0.31386	0.28998	0.28552	0.28363	0.28259	0.28193
0.50853	0.31353	0.28971	0.28526	0.28337	0.28233	0.28167
0.50958	0.31321	0.28944	0.28499	0.28311	0.28208	0.28142
0.51062	0.31289	0.28917	0.28473	0.28285	0.28182	0.28116
0.51167	0.31257	0.2889	0.28447	0.2826	0.28156	0.28091
0.51271	0.31225	0.28863	0.28421	0.28234	0.28131	0.28066
0.51376	0.31193	0.28836	0.28395	0.28209	0.28106	0.28041
0.5148	0.31161	0.2881	0.28369	0.28183	0.2808	0.28015
0.51584	0.31129	0.28783	0.28344	0.28158	0.28055	0.2799
0.51689	0.31098	0.28757	0.28318	0.28132	0.2803	0.27965
0.51793	0.31066	0.2873	0.28292	0.28107	0.28005	0.2794
0.51898	0.31035	0.28704	0.28267	0.28082	0.2798	0.27915
0.52002	0.31004	0.28677	0.28241	0.28057	0.27955	0.27891
0.52106	0.30972	0.28651	0.28216	0.28032	0.2793	0.27866
0.52211	0.30941	0.28625	0.28191	0.28007	0.27905	0.27841
