x	psi1	psi2	psi3	rho1	rho2	rho3
-15.4541	4.37694e-12	-0.149642	-0.617306	0.215436	0.289927	0.553298
-15.4297	4.37694e-12	-0.148909	-0.62186	0.214656	0.289194	0.556375
-15.4053	4.37694e-12	-0.148079	-0.625211	0.213862	0.288365	0.55864
-15.3809	4.37694e-12	-0.147154	-0.62734	0.213054	0.287439	0.56008
-15.3564	4.37694e-12	-0.146134	-0.628234	0.212233	0.286419	0.560686
-15.332	4.37694e-12	-0.145022	-0.627888	0.211401	0.285306	0.560454
-15.3076	4.37694e-12	-0.14382	-0.626304	0.210556	0.284103	0.559386
-15.2832	4.37694e-12	-0.14253	-0.623492	0.209701	0.28281	0.557488
-15.2588	4.37694e-12	-0.141153	-0.619468	0.208836	0.281432	0.554772
-15.2344	4.37694e-12	-0.139693	-0.614255	0.207962	0.279969	0.551254
-15.21	4.37694e-12	-0.138151	-0.607883	0.207079	0.278424	0.546953
-15.1855	4.37694e-12	-0.136529	-0.600389	0.206189	0.276799	0.541896
-15.1611	4.37694e-12	-0.134831	-0.591814	0.205292	0.275098	0.53611
-15.1367	4.37694e-12	-0.133059	-0.582207	0.204388	0.273322	0.529629
-15.1123	4.37694e-12	-0.131216	-0.571619	0.203479	0.271474	0.522487
-15.0879	4.37694e-12	-0.129304	-0.560108	0.202566	0.269557	0.514724
-15.0635	4.37694e-12	-0.127326	-0.547733	0.201649	0.267575	0.506381
-15.0391	4.37694e-12	-0.125285	-0.534558	0.200728	0.265528	0.497501
-15.0146	4.37694e-12	-0.123184	-0.520649	0.199805	0.263422	0.488129
-14.9902	4.37694e-12	-0.121025	-0.506072	0.19888	0.261258	0.478309
-14.9658	4.37694e-12	-0.118813	-0.490895	0.197954	0.25904	0.46809
-14.9414	4.37694e-12	-0.116549	-0.475189	0.197028	0.25677	0.457517
-14.917	4.37694e-12	-0.114237	-0.459021	0.196103	0.254452	0.446637
-14.8926	4.37694e-12	-0.11188	-0.442459	0.195178	0.252088	0.435496
-14.8682	4.37694e-12	-0.109481	-0.42557	0.194256	0.249683	0.42414
-14.8438	4.37694e-12	-0.107043	-0.408421	0.193336	0.247238	0.412612
-14.8193	4.37694e-12	-0.104569	-0.391073	0.192419	0.244757	0.400956
-14.7949	4.37694e-12	-0.102062	-0.373588	0.191506	0.242243	0.389212
-14.7705	4.37694e-12	-0.0995253	-0.356023	0.190598	0.2397	0.37742
-14.7461	4.37694e-12	-0.0969618	-0.338435	0.189695	0.237129	0.365616
-14.7217	4.37694e-12	-0.0943744	-0.320875	0.188797	0.234534	0.353836
-14.6973	4.37694e-12	-0.0917662	-0.303392	0.187907	0.231919	0.342112
-14.6729	4.37694e-12	-0.0891401	-0.28603	0.187023	0.229285	0.330475
-14.6484	4.37694e-12	-0.086499	-0.268833	0.186148	0.226637	0.318952
-14.624	4.37694e-12	-0.0838458	-0.251838	0.185281	0.223976	0.307569
-14.5996	4.37694e-12	-0.0811833	-0.23508	0.184422	0.221306	0.296349
-14.5752	4.37694e-12	-0.0785143	-0.218589	0.183574	0.21863	0.285313
-14.5508	4.37694e-12	-0.0758414	-0.202395	0.182735	0.21595	0.274479
-14.5264	4.37694e-12	-0.0731674	-0.186522	0.181908	0.213268	0.263864
-14.502	4.37694e-12	-0.070495	-0.170991	0.181091	0.210588	0.253481
-14.4775	4.37694e-12	-0.0678265	-0.15582	0.180287	0.207913	0.243343
-14.4531	4.37694e-12	-0.0651647	-0.141025	0.179494	0.205243	0.23346
-14.4287	4.37694e-12	-0.0625118	-0.126619	0.178715	0.202583	0.22384
-14.4043	4.37694e-12	-0.0598702	-0.112612	0.177949	0.199935	0.214489
-14.3799	4.37694e-12	-0.0572423	-0.099011	0.177197	0.1973	0.205412
-14.3555	4.37694e-12	-0.0546303	-0.0858223	0.176459	0.194681	0.196613
-14.3311	4.37694e-12	-0.0520364	-0.0730492	0.175736	0.19208	0.188094
-14.3066	4.37694e-12	-0.0494627	-0.0606933	0.175029	0.189499	0.179856
-14.2822	4.37694e-12	-0.0469111	-0.0487544	0.174337	0.186941	0.171898
-14.2578	4.37694e-12	-0.0443838	-0.0372309	0.173661	0.184407	0.164219
-14.2334	4.37694e-12	-0.0418825	-0.0261197	0.173001	0.181899	0.156817
-14.209	4.37694e-12	-0.0394091	-0.0154166	0.172359	0.179419	0.149689
-14.1846	4.37694e-12	-0.0369654	-0.00511607	0.171733	0.176969	0.14283
-14.1602	4.37694e-12	-0.034553	0.00478818	0.171126	0.17455	0.136237
-14.1357	4.37694e-12	-0.0321736	0.0143033	0.170536	0.172165	0.129904
-14.1113	4.37694e-12	-0.0298287	0.0234373	0.169964	0.169814	0.123827
-14.0869	4.37694e-12	-0.0275198	0.0321986	0.169411	0.167499	0.117998
-14.0625	4.37694e-12	-0.0252483	0.0405961	0.168877	0.165222	0.112413
-14.0381	4.37694e-12	-0.0230156	0.0486394	0.168362	0.162983	0.107065
-14.0137	4.37694e-12	-0.020823	0.0563381	0.167867	0.160785	0.101947
-13.9893	4.37694e-12	-0.0186716	0.0637022	0.167391	0.158628	0.0970515
-13.9648	4.37694e-12	-0.0165628	0.0707417	0.166935	0.156514	0.0923731
-13.9404	4.37694e-12	-0.0144975	0.077467	0.166499	0.154443	0.0879043
-13.916	4.37694e-12	-0.0124769	0.0838883	0.166083	0.152418	0.0836381
-13.8916	4.37694e-12	-0.0105018	0.0900158	0.165688	0.150438	0.0795678
-13.8672	4.37694e-12	-0.00857334	0.0958598	0.165313	0.148504	0.0756864
-13.8428	4.37694e-12	-0.00669231	0.10143	0.164959	0.146618	0.0719871
-13.8184	4.37694e-12	-0.00485954	0.106738	0.164626	0.144781	0.0684632
-13.7939	4.37694e-12	-0.00307582	0.111791	0.164314	0.142993	0.0651082
-13.7695	4.37694e-12	-0.00134189	0.116601	0.164023	0.141254	0.0619155
-13.7451	4.37694e-12	0.000341586	0.121176	0.163754	0.139566	0.0588788
-13.7207	4.37694e-12	0.00197395	0.125525	0.163505	0.13793	0.055992
-13.6963	4.37694e-12	0.00355463	0.129659	0.163278	0.136345	0.0532491
-13.6719	4.37694e-12	0.00508305	0.133585	0.163072	0.134812	0.0506443
-13.6475	4.37694e-12	0.00655871	0.137311	0.162887	0.133333	0.0481719
-13.623	4.37694e-12	0.00798115	0.140847	0.162724	0.131906	0.0458264
-13.5986	4.37694e-12	0.00934992	0.144199	0.162581	0.130534	0.0436026
-13.5742	4.37694e-12	0.0106646	0.147376	0.162461	0.129216	0.0414954
-13.5498	4.37694e-12	0.0119249	0.150385	0.162361	0.127952	0.0394999
-13.5254	4.37694e-12	0.0131305	0.153232	0.162282	0.126743	0.0376115
-13.501	4.37694e-12	0.0142809	0.155925	0.162225	0.125589	0.0358256
-13.4766	4.37694e-12	0.0153761	0.15847	0.162188	0.12449	0.0341379
-13.4521	4.37694e-12	0.0164157	0.160874	0.162172	0.123447	0.0325443
-13.4277	4.37694e-12	0.0173996	0.163141	0.162177	0.12246	0.0310408
-13.4033	4.37694e-12	0.0183275	0.165279	0.162203	0.121529	0.0296238
-13.3789	4.37694e-12	0.0191992	0.167291	0.162249	0.120655	0.0282897
-13.3545	4.37694e-12	0.0200148	0.169184	0.162315	0.119836	0.027035
-13.3301	4.37694e-12	0.020774	0.170962	0.162401	0.119074	0.0258565
-13.3057	4.37694e-12	0.0214767	0.172629	0.162507	0.118368	0.0247513
-13.2812	4.37694e-12	0.022123	0.174191	0.162633	0.117719	0.0237164
-13.2568	4.37694e-12	0.0227126	0.17565	0.162778	0.117127	0.0227491
-13.2324	4.37694e-12	0.0232457	0.177011	0.162942	0.116592	0.021847
-13.208	4.37694e-12	0.0237222	0.178278	0.163125	0.116113	0.0210075
-13.1836	4.37694e-12	0.0241421	0.179453	0.163327	0.11569	0.0202285
-13.1592	4.37694e-12	0.0245054	0.180541	0.163547	0.115324	0.0195079
-13.1348	4.37694e-12	0.0248123	0.181543	0.163785	0.115015	0.0188437
-13.1104	4.37694e-12	0.0250626	0.182463	0.164041	0.114763	0.0182342
-13.0859	4.37694e-12	0.0252566	0.183302	0.164315	0.114567	0.0176777
-13.0615	4.37694e-12	0.0253943	0.184064	0.164605	0.114427	0.0171727
-13.0371	4.37694e-12	0.0254758	0.184751	0.164912	0.114343	0.0167178
-13.0127	4.37694e-12	0.0255012	0.185364	0.165236	0.114316	0.0163117
-12.9883	4.37694e-12	0.0254707	0.185904	0.165576	0.114345	0.0159535
-12.9639	4.37694e-12	0.0253844	0.186374	0.165932	0.114429	0.015642
-12.9395	4.37694e-12	0.0252425	0.186775	0.166302	0.114569	0.0153764
-12.915	4.37694e-12	0.0250451	0.187108	0.166688	0.114765	0.015156
-12.8906	4.37694e-12	0.0247925	0.187373	0.167088	0.115016	0.0149801
-12.8662	4.37694e-12	0.0244849	0.187572	0.167503	0.115322	0.0148484
-12.8418	4.37694e-12	0.0241225	0.187705	0.167931	0.115683	0.0147604
-12.8174	4.37694e-12	0.0237055	0.187772	0.168373	0.116099	0.0147158
-12.793	4.37694e-12	0.0232342	0.187773	0.168827	0.116569	0.0147146
-12.7686	4.37694e-12	0.0227088	0.18771	0.169294	0.117093	0.0147567
-12.7441	4.37694e-12	0.0221297	0.187581	0.169772	0.117671	0.0148423
-12.7197	4.37694e-12	0.0214972	0.187385	0.170263	0.118303	0.0149716
-12.6953	4.37694e-12	0.0208115	0.187124	0.170764	0.118987	0.0151449
-12.6709	4.37694e-12	0.0200731	0.186795	0.171276	0.119725	0.0153628
-12.6465	4.37694e-12	0.0192822	0.186398	0.171798	0.120515	0.0156258
-12.6221	4.37694e-12	0.0184393	0.185931	0.17233	0.121358	0.0159346
-12.5977	4.37694e-12	0.0175447	0.185395	0.172871	0.122252	0.0162901
-12.5732	4.37694e-12	0.016599	0.184786	0.17342	0.123197	0.0166933
-12.5488	4.37694e-12	0.0156024	0.184104	0.173978	0.124193	0.0171453
-12.5244	4.37694e-12	0.0145556	0.183346	0.174544	0.12524	0.0176473
-12.5	4.37694e-12	0.0134589	0.182511	0.175117	0.126337	0.0182006
-12.4756	4.37694e-12	0.012313	0.181596	0.175696	0.127483	0.0188069
-12.4512	4.37694e-12	0.0111182	0.180598	0.176282	0.128678	0.0194676
-12.4268	4.37694e-12	0.0098753	0.179516	0.176873	0.129921	0.0201846
-12.4023	4.37694e-12	0.00858476	0.178346	0.17747	0.131212	0.0209598
-12.3779	4.37694e-12	0.00724724	0.177085	0.178071	0.13255	0.0217954
-12.3535	4.37694e-12	0.00586338	0.17573	0.178677	0.133935	0.0226934
-12.3291	4.37694e-12	0.00443387	0.174277	0.179287	0.135365	0.0236563
-12.3047	4.37694e-12	0.00295943	0.172722	0.179899	0.136841	0.0246866
-12.2803	4.37694e-12	0.0014408	0.171062	0.180514	0.138361	0.025787
-12.2559	4.37694e-12	-0.00012125	0.169291	0.181132	0.139924	0.0269603
-12.2314	4.37694e-12	-0.00172589	0.167407	0.181751	0.141531	0.0282096
-12.207	4.37694e-12	-0.00337228	0.165402	0.182371	0.143179	0.0295381
-12.1826	4.37694e-12	-0.00505952	0.163274	0.182992	0.144868	0.0309491
-12.1582	4.37694e-12	-0.0067867	0.161015	0.183614	0.146597	0.0324462
-12.1338	4.37694e-12	-0.00855285	0.158621	0.184234	0.148366	0.0340332
-12.1094	4.37694e-12	-0.010357	0.156087	0.184855	0.150172	0.0357138
-12.085	4.37694e-12	-0.012198	0.153404	0.185473	0.152016	0.0374923
-12.0605	4.37694e-12	-0.0140749	0.150568	0.18609	0.153896	0.0393728
-12.0361	4.37694e-12	-0.0159864	0.147572	0.186705	0.15581	0.04136
-12.0117	4.37694e-12	-0.0179316	0.144407	0.187317	0.157759	0.0434584
-11.9873	4.37694e-12	-0.019909	0.141068	0.187926	0.15974	0.045673
-11.9629	4.37694e-12	-0.0219175	0.137547	0.188531	0.161752	0.0480087
-11.9385	4.37694e-12	-0.0239558	0.133836	0.189132	0.163794	0.0504708
-11.9141	4.37694e-12	-0.0260224	0.129926	0.189728	0.165865	0.0530648
-11.8896	4.37694e-12	-0.0281161	0.125809	0.190319	0.167963	0.0557963
-11.8652	4.37694e-12	-0.0302354	0.121477	0.190905	0.170087	0.058671
-11.8408	4.37694e-12	-0.0323787	0.11692	0.191485	0.172235	0.061695
-11.8164	4.37694e-12	-0.0345447	0.11213	0.192058	0.174406	0.0648743
-11.792	4.37694e-12	-0.0367315	0.107097	0.192625	0.176598	0.0682153
-11.7676	4.37694e-12	-0.0389378	0.101811	0.193185	0.17881	0.0717244
-11.7432	4.37694e-12	-0.0411617	0.0962634	0.193736	0.181039	0.0754082
-11.7188	4.37694e-12	-0.0434016	0.0904431	0.19428	0.183285	0.0792734
-11.6943	4.37694e-12	-0.0456556	0.0843404	0.194815	0.185545	0.0833267
-11.6699	4.37694e-12	-0.0479221	0.0779452	0.195342	0.187818	0.0875749
-11.6455	4.37694e-12	-0.0501991	0.0712472	0.195859	0.190102	0.0920251
-11.6211	4.37694e-12	-0.0524848	0.0642362	0.196367	0.192394	0.0966839
-11.5967	4.37694e-12	-0.0547771	0.0569019	0.196864	0.194694	0.101558
-11.5723	4.37694e-12	-0.0570742	0.0492343	0.197352	0.196998	0.106656
-11.5479	4.37694e-12	-0.0593741	0.0412235	0.197829	0.199305	0.111982
-11.5234	4.37694e-12	-0.0616746	0.0328597	0.198295	0.201613	0.117544
-11.499	4.37694e-12	-0.0639737	0.0241335	0.198749	0.20392	0.123348
-11.4746	4.37694e-12	-0.0662693	0.015036	0.199193	0.206224	0.129401
-11.4502	4.37694e-12	-0.0685592	0.00555859	0.199624	0.208522	0.135707
-11.4258	4.37694e-12	-0.0708412	-0.00430656	0.200043	0.210812	0.142274
-11.4014	4.37694e-12	-0.0731132	-0.0145667	0.200449	0.213092	0.149105
-11.377	4.37694e-12	-0.0753729	-0.0252282	0.200843	0.215361	0.156204
-11.3525	4.37694e-12	-0.077618	-0.0362965	0.201224	0.217614	0.163577
-11.3281	4.37694e-12	-0.0798463	-0.0477759	0.201592	0.219852	0.171226
-11.3037	4.37694e-12	-0.0820555	-0.0596696	0.201946	0.22207	0.179153
-11.2793	4.37694e-12	-0.0842432	-0.0719794	0.202287	0.224267	0.18736
-11.2549	4.37694e-12	-0.0864073	-0.0847054	0.202614	0.22644	0.195846
-11.2305	4.37694e-12	-0.0885453	-0.0978462	0.202927	0.228587	0.204612
-11.2061	4.37694e-12	-0.090655	-0.111398	0.203225	0.230706	0.213656
-11.1816	4.37694e-12	-0.092734	-0.125357	0.203509	0.232795	0.222973
-11.1572	4.37694e-12	-0.09478	-0.139713	0.203779	0.23485	0.23256
-11.1328	4.37694e-12	-0.0967907	-0.154458	0.204033	0.23687	0.242409
-11.1084	4.37694e-12	-0.0987639	-0.16958	0.204273	0.238853	0.252513
-11.084	4.37694e-12	-0.100697	-0.185062	0.204498	0.240796	0.262862
-11.0596	4.37694e-12	-0.102589	-0.200886	0.204708	0.242696	0.273444
-11.0352	4.37694e-12	-0.104436	-0.217032	0.204902	0.244553	0.284245
-11.0107	4.37694e-12	-0.106236	-0.233475	0.205082	0.246363	0.295249
-10.9863	4.37694e-12	-0.107988	-0.250188	0.205246	0.248124	0.306438
-10.9619	4.37694e-12	-0.109689	-0.267139	0.205394	0.249834	0.31779
-10.9375	4.37694e-12	-0.111337	-0.284294	0.205527	0.251492	0.329285
-10.9131	4.37694e-12	-0.112931	-0.301616	0.205645	0.253094	0.340895
-10.8887	4.37694e-12	-0.114467	-0.319063	0.205746	0.254639	0.352594
-10.8643	4.37694e-12	-0.115945	-0.336589	0.205833	0.256126	0.364351
-10.8398	4.37694e-12	-0.117362	-0.354147	0.205904	0.257552	0.376134
-10.8154	4.37694e-12	-0.118717	-0.371685	0.205959	0.258915	0.387909
-10.791	4.37694e-12	-0.120008	-0.389149	0.205998	0.260214	0.399638
-10.7666	4.37694e-12	-0.121233	-0.406479	0.206023	0.261447	0.411282
-10.7422	4.37694e-12	-0.122391	-0.423616	0.206031	0.262613	0.422802
-10.7178	4.37694e-12	-0.12348	-0.440498	0.206025	0.263709	0.434154
-10.6934	4.37694e-12	-0.124499	-0.457058	0.206003	0.264735	0.445294
-10.6689	4.37694e-12	-0.125446	-0.473231	0.205966	0.26569	0.456178
-10.6445	4.37694e-12	-0.126321	-0.488949	0.205913	0.266571	0.466759
-10.6201	4.37694e-12	-0.127122	-0.504143	0.205846	0.267378	0.476991
-10.5957	4.37694e-12	-0.127848	-0.518745	0.205764	0.26811	0.486828
-10.5713	4.37694e-12	-0.128498	-0.532686	0.205667	0.268766	0.496223
-10.5469	4.37694e-12	-0.129071	-0.545899	0.205555	0.269344	0.50513
-10.5225	4.37694e-12	-0.129567	-0.558319	0.205429	0.269846	0.513505
-10.498	4.37694e-12	-0.129985	-0.569882	0.205288	0.270268	0.521304
-10.4736	4.37694e-12	-0.130325	-0.580529	0.205134	0.270612	0.528487
-10.4492	4.37694e-12	-0.130586	-0.590203	0.204965	0.270877	0.535015
-10.4248	4.37694e-12	-0.130767	-0.59885	0.204783	0.271062	0.540852
-10.4004	4.37694e-12	-0.130869	-0.606423	0.204587	0.271167	0.545965
-10.376	4.37694e-12	-0.130892	-0.61288	0.204377	0.271193	0.550325
-10.3516	4.37694e-12	-0.130836	-0.618184	0.204155	0.271138	0.553906
-10.3271	4.37694e-12	-0.1307	-0.622305	0.203919	0.271005	0.556689
-10.3027	4.37694e-12	-0.130485	-0.625218	0.203671	0.270791	0.558657
-10.2783	4.37694e-12	-0.130191	-0.626907	0.203411	0.270499	0.559798
-10.2539	4.37694e-12	-0.12982	-0.627361	0.203138	0.270128	0.560106
-10.2295	4.37694e-12	-0.129371	-0.626579	0.202853	0.269679	0.559577
-10.2051	4.37694e-12	-0.128845	-0.624564	0.202557	0.269153	0.558217
-10.1807	4.37694e-12	-0.128243	-0.621329	0.20225	0.268551	0.556032
-10.1562	4.37694e-12	-0.127566	-0.616892	0.201931	0.267873	0.553036
-10.1318	4.37694e-12	-0.126815	-0.611279	0.201602	0.267121	0.549246
-10.1074	4.37694e-12	-0.125991	-0.604522	0.201262	0.266295	0.544685
-10.083	4.37694e-12	-0.125095	-0.596659	0.200912	0.265397	0.539378
-10.0586	4.37694e-12	-0.124129	-0.587735	0.200552	0.264428	0.533355
-10.0342	4.37694e-12	-0.123093	-0.577798	0.200183	0.26339	0.52665
-10.0098	4.37694e-12	-0.12199	-0.566903	0.199805	0.262283	0.5193
-9.98535	4.37694e-12	-0.120821	-0.555106	0.199418	0.261111	0.511345
-9.96094	4.37694e-12	-0.119587	-0.542469	0.199022	0.259873	0.502825
-9.93652	4.37694e-12	-0.11829	-0.529057	0.198619	0.258572	0.493784
-9.91211	4.37694e-12	-0.116933	-0.514934	0.198207	0.25721	0.484268
-9.8877	4.37694e-12	-0.115516	-0.500168	0.197788	0.255788	0.474322
-9.86328	4.37694e-12	-0.114042	-0.484829	0.197363	0.254309	0.463993
-9.83887	4.37694e-12	-0.112512	-0.468984	0.19693	0.252774	0.453327
-9.81445	4.37694e-12	-0.110929	-0.452701	0.196491	0.251186	0.442371
-9.79004	4.37694e-12	-0.109295	-0.436049	0.196047	0.249546	0.43117
-9.76562	4.37694e-12	-0.107612	-0.419093	0.195597	0.247856	0.41977
-9.74121	4.37694e-12	-0.105882	-0.401899	0.195141	0.24612	0.408213
-9.7168	4.37694e-12	-0.104107	-0.384527	0.194681	0.244338	0.396542
-9.69238	4.37694e-12	-0.102289	-0.367038	0.194217	0.242514	0.384797
-9.66797	4.37694e-12	-0.100431	-0.349489	0.193749	0.240649	0.373017
-9.64355	4.37694e-12	-0.0985354	-0.331934	0.193277	0.238746	0.361237
-9.61914	4.37694e-12	-0.0966035	-0.314424	0.192802	0.236806	0.349492
-9.59473	4.37694e-12	-0.0946381	-0.297006	0.192324	0.234833	0.337814
-9.57031	4.37694e-12	-0.0926414	-0.279724	0.191843	0.232829	0.326231
-9.5459	4.37694e-12	-0.0906159	-0.262619	0.191361	0.230796	0.314772
-9.52148	4.37694e-12	-0.0885637	-0.245727	0.190877	0.228736	0.30346
-9.49707	4.37694e-12	-0.0864873	-0.229083	0.190392	0.226652	0.292318
-9.47266	4.37694e-12	-0.0843889	-0.212715	0.189906	0.224545	0.281365
-9.44824	4.37694e-12	-0.0822708	-0.196652	0.18942	0.222419	0.270621
-9.42383	4.37694e-12	-0.0801353	-0.180916	0.188933	0.220276	0.260099
-9.39941	4.37694e-12	-0.0779848	-0.165527	0.188447	0.218117	0.249813
-9.375	4.37694e-12	-0.0758214	-0.150503	0.187962	0.215945	0.239775
-9.35059	4.37694e-12	-0.0736473	-0.135859	0.187478	0.213763	0.229993
-9.32617	4.37694e-12	-0.0714649	-0.121606	0.186996	0.211572	0.220477
-9.30176	4.37694e-12	-0.0692762	-0.107754	0.186515	0.209376	0.211231
-9.27734	4.37694e-12	-0.0670835	-0.0943097	0.186037	0.207175	0.20226
-9.25293	4.37694e-12	-0.0648888	-0.0812776	0.185561	0.204972	0.193567
-9.22852	4.37694e-12	-0.0626942	-0.0686607	0.185088	0.202769	0.185153
-9.2041	4.37694e-12	-0.0605018	-0.0564601	0.184619	0.200569	0.17702
-9.17969	4.37694e-12	-0.0583136	-0.0446751	0.184154	0.198373	0.169166
-9.15527	4.37694e-12	-0.0561316	-0.0333036	0.183693	0.196183	0.161589
-9.13086	4.37694e-12	-0.0539576	-0.0223421	0.183236	0.194001	0.154288
-9.10645	4.37694e-12	-0.0517937	-0.011786	0.182784	0.191829	0.147259
-9.08203	4.37694e-12	-0.0496416	-0.00162955	0.182338	0.189669	0.140497
-9.05762	4.37694e-12	-0.0475031	0.00813386	0.181896	0.187523	0.133999
-9.0332	4.37694e-12	-0.04538	0.0175116	0.181461	0.185393	0.127758
-9.00879	4.37694e-12	-0.0432741	0.0265119	0.181032	0.183279	0.121771
-8.98438	4.37694e-12	-0.0411869	0.0351432	0.18061	0.181185	0.11603
-8.95996	4.37694e-12	-0.0391201	0.0434148	0.180195	0.179111	0.110529
-8.93555	4.37694e-12	-0.0370752	0.051336	0.179786	0.177059	0.105262
-8.91113	4.37694e-12	-0.0350538	0.0589168	0.179386	0.17503	0.100223
-8.88672	4.37694e-12	-0.0330574	0.066167	0.178993	0.173027	0.0954045
-8.8623	4.37694e-12	-0.0310873	0.0730969	0.178608	0.17105	0.0907996
-8.83789	4.37694e-12	-0.029145	0.0797166	0.178231	0.169101	0.0864016
-8.81348	4.37694e-12	-0.0272318	0.0860364	0.177863	0.167182	0.0822035
-8.78906	4.37694e-12	-0.0253489	0.0920665	0.177504	0.165292	0.0781984
-8.76465	4.37694e-12	-0.0234976	0.0978171	0.177155	0.163435	0.0743795
-8.74023	4.37694e-12	-0.0216791	0.103298	0.176814	0.16161	0.0707401
-8.71582	4.37694e-12	-0.0198945	0.10852	0.176484	0.15982	0.0672734
-8.69141	4.37694e-12	-0.018145	0.113492	0.176163	0.158064	0.0639731
-8.66699	4.37694e-12	-0.0164315	0.118223	0.175852	0.156345	0.0608325
-8.64258	4.37694e-12	-0.014755	0.122724	0.175552	0.154663	0.0578456
-8.61816	4.37694e-12	-0.0131166	0.127003	0.175263	0.153019	0.0550061
-8.59375	4.37694e-12	-0.0115172	0.131069	0.174984	0.151415	0.0523081
-8.56934	4.37694e-12	-0.00995762	0.134931	0.174716	0.14985	0.049746
-8.54492	4.37694e-12	-0.0084387	0.138597	0.174459	0.148326	0.047314
-8.52051	4.37694e-12	-0.00696125	0.142075	0.174214	0.146844	0.0450069
-8.49609	4.37694e-12	-0.00552603	0.145374	0.17398	0.145404	0.0428193
-8.47168	4.37694e-12	-0.00413376	0.148499	0.173758	0.144007	0.0407463
-8.44727	4.37694e-12	-0.00278512	0.15146	0.173547	0.142654	0.0387831
-8.42285	4.37694e-12	-0.00148077	0.154262	0.173349	0.141345	0.036925
-8.39844	4.37694e-12	-0.000221306	0.156912	0.173162	0.140081	0.0351676
-8.37402	4.37694e-12	0.000992685	0.159418	0.172988	0.138863	0.0335066
-8.34961	4.37694e-12	0.00216066	0.161784	0.172826	0.137691	0.031938
-8.3252	4.37694e-12	0.00328211	0.164016	0.172676	0.136566	0.0304579
-8.30078	4.37694e-12	0.00435656	0.166121	0.172539	0.135488	0.0290626
-8.27637	4.37694e-12	0.00538354	0.168104	0.172414	0.134457	0.0277485
-8.25195	4.37694e-12	0.00636266	0.169969	0.172302	0.133475	0.0265124
-8.22754	4.37694e-12	0.0072935	0.171721	0.172203	0.13254	0.025351
-8.20312	4.37694e-12	0.00817571	0.173365	0.172116	0.131655	0.0242613
-8.17871	4.37694e-12	0.00900895	0.174905	0.172042	0.130819	0.0232406
-8.1543	4.37694e-12	0.00979292	0.176345	0.171981	0.130032	0.0222862
-8.12988	4.37694e-12	0.0105273	0.17769	0.171933	0.129294	0.0213954
-8.10547	4.37694e-12	0.0112119	0.178941	0.171897	0.128607	0.020566
-8.08105	4.37694e-12	0.0118464	0.180104	0.171874	0.12797	0.0197958
-8.05664	4.37694e-12	0.0124307	0.18118	0.171864	0.127383	0.0190827
-8.03223	4.37694e-12	0.0129645	0.182173	0.171866	0.126847	0.0184248
-8.00781	4.37694e-12	0.0134476	0.183085	0.171881	0.126361	0.0178203
-7.9834	4.37694e-12	0.01388	0.183919	0.171909	0.125927	0.0172675
-7.95898	4.37694e-12	0.0142615	0.184678	0.171949	0.125543	0.0167651
-7.93457	4.37694e-12	0.0145919	0.185362	0.172002	0.125211	0.0163115
-7.91016	4.37694e-12	0.0148713	0.185975	0.172068	0.124929	0.0159055
-7.88574	4.37694e-12	0.0150996	0.186518	0.172145	0.124699	0.0155461
-7.86133	4.37694e-12	0.0152766	0.186991	0.172235	0.124521	0.0152323
-7.83691	4.37694e-12	0.0154024	0.187398	0.172337	0.124393	0.0149631
-7.8125	4.37694e-12	0.015477	0.187738	0.172451	0.124317	0.0147379
-7.78809	4.37694e-12	0.0155004	0.188012	0.172577	0.124292	0.014556
-7.76367	4.37694e-12	0.0154726	0.188222	0.172715	0.124319	0.0144169
-7.73926	4.37694e-12	0.0153937	0.188368	0.172864	0.124397	0.0143202
-7.71484	4.37694e-12	0.0152637	0.18845	0.173025	0.124526	0.0142658
-7.69043	4.37694e-12	0.0150827	0.188469	0.173197	0.124706	0.0142533
-7.66602	4.37694e-12	0.0148509	0.188424	0.17338	0.124937	0.0142828
-7.6416	4.37694e-12	0.0145683	0.188316	0.173574	0.125219	0.0143544
-7.61719	4.37694e-12	0.0142352	0.188145	0.173779	0.125551	0.0144682
-7.59277	4.37694e-12	0.0138517	0.187908	0.173995	0.125934	0.0146246
-7.56836	4.37694e-12	0.0134179	0.187607	0.174221	0.126368	0.014824
-7.54395	4.37694e-12	0.0129341	0.187241	0.174457	0.126851	0.015067
-7.51953	4.37694e-12	0.0124004	0.186807	0.174703	0.127385	0.0153542
-7.49512	4.37694e-12	0.0118173	0.186306	0.174958	0.127968	0.0156864
-7.4707	4.37694e-12	0.0111848	0.185735	0.175224	0.128601	0.0160646
-7.44629	4.37694e-12	0.0105034	0.185093	0.175498	0.129282	0.0164898
-7.42188	4.37694e-12	0.00977328	0.184379	0.175782	0.130013	0.016963
-7.39746	4.37694e-12	0.00899483	0.18359	0.176074	0.130792	0.0174858
-7.37305	4.37694e-12	0.00816841	0.182724	0.176375	0.131619	0.0180593
-7.34863	4.37694e-12	0.00729439	0.181779	0.176683	0.132494	0.0186853
-7.32422	4.37694e-12	0.00637319	0.180753	0.177	0.133416	0.0193654
-7.2998	4.37694e-12	0.00540524	0.179642	0.177325	0.134385	0.0201015
-7.27539	4.37694e-12	0.00439101	0.178444	0.177657	0.135401	0.0208955
-7.25098	4.37694e-12	0.00333099	0.177155	0.177996	0.136462	0.0217495
-7.22656	4.37694e-12	0.00222569	0.175772	0.178342	0.137569	0.0226658
