T	NTG1	NTG3	NTG5	NTG7	NTG9	NTG11
0.42813	0.19005	0.19867	0.2001	0.20068	0.201	0.2012
0.42917	0.18983	0.19843	0.19985	0.20043	0.20075	0.20095
0.43022	0.18961	0.19818	0.1996	0.20018	0.2005	0.2007
0.43126	0.18939	0.19794	0.19935	0.19994	0.20025	0.20045
0.43231	0.18917	0.1977	0.19911	0.19969	0.2	0.2002
0.43335	0.18895	0.19746	0.19886	0.19944	0.19976	0.19996
0.43439	0.18874	0.19722	0.19862	0.1992	0.19951	0.19971
0.43544	0.18852	0.19698	0.19838	0.19895	0.19927	0.19946
0.43648	0.18831	0.19674	0.19813	0.19871	0.19902	0.19922
0.43753	0.18809	0.1965	0.19789	0.19847	0.19878	0.19898
0.43857	0.18788	0.19626	0.19765	0.19822	0.19854	0.19873
0.43962	0.18766	0.19603	0.19741	0.19798	0.19829	0.19849
0.44066	0.18745	0.19579	0.19717	0.19774	0.19805	0.19825
0.4417	0.18724	0.19556	0.19694	0.1975	0.19781	0.19801
0.44275	0.18703	0.19532	0.1967	0.19727	0.19758	0.19777
0.44379	0.18682	0.19509	0.19646	0.19703	0.19734	0.19753
0.44484	0.18661	0.19486	0.19623	0.19679	0.1971	0.19729
0.44588	0.1864	0.19463	0.19599	0.19656	0.19686	0.19706
0.44693	0.18619	0.1944	0.19576	0.19632	0.19663	0.19682
0.44797	0.18599	0.19417	0.19553	0.19609	0.19639	0.19659
0.44901	0.18578	0.19394	0.1953	0.19585	0.19616	0.19635
0.45006	0.18557	0.19371	0.19507	0.19562	0.19593	0.19612
0.4511	0.18537	0.19348	0.19483	0.19539	0.19569	0.19589
0.45215	0.18516	0.19326	0.19461	0.19516	0.19546	0.19565
0.45319	0.18496	0.19303	0.19438	0.19493	0.19523	0.19542
0.45423	0.18476	0.19281	0.19415	0.1947	0.195	0.19519
0.45528	0.18455	0.19258	0.19392	0.19447	0.19477	0.19496
0.45632	0.18435	0.19236	0.1937	0.19425	0.19455	0.19473
0.45737	0.18415	0.19214	0.19347	0.19402	0.19432	0.19451
0.45841	0.18395	0.19192	0.19325	0.19379	0.19409	0.19428
0.45946	0.18375	0.1917	0.19302	0.19357	0.19387	0.19405
0.4605	0.18355	0.19148	0.1928	0.19334	0.19364	0.19383
0.46154	0.18335	0.19126	0.19258	0.19312	0.19342	0.1936
0.46259	0.18316	0.19104	0.19235	0.1929	0.19319	0.19338
0.46363	0.18296	0.19082	0.19213	0.19268	0.19297	0.19316
0.46468	0.18276	0.1906	0.19191	0.19245	0.19275	0.19293
0.46572	0.18257	0.19039	0.19169	0.19223	0.19253	0.19271
0.46677	0.18237	0.19017	0.19148	0.19201	0.19231	0.19249
0.46781	0.18218	0.18996	0.19126	0.19179	0.19209	0.19227
0.46885	0.18198	0.18974	0.19104	0.19158	0.19187	0.19205
0.4699	0.18179	0.18953	0.19082	0.19136	0.19165	0.19183
0.47094	0.1816	0.18932	0.19061	0.19114	0.19143	0.19162
0.47199	0.1814	0.1891	0.19039	0.19093	0.19122	0.1914
0.47303	0.18121	0.18889	0.19018	0.19071	0.191	0.19118
0.47407	0.18102	0.18868	0.18997	0.1905	0.19078	0.19097
0.47512	0.18083	0.18847	0.18975	0.19028	0.19057	0.19075
0.47616	0.18064	0.18826	0.18954	0.19007	0.19036	0.19054
0.47721	0.18045	0.18805	0.18933	0.18986	0.19014	0.19032
0.47825	0.18026	0.18785	0.18912	0.18964	0.18993	0.19011
0.4793	0.18008	0.18764	0.18891	0.18943	0.18972	0.1899
0.48034	0.17989	0.18743	0.1887	0.18922	0.18951	0.18969
0.48138	0.1797	0.18723	0.18849	0.18901	0.1893	0.18948
0.48243	0.17951	0.18702	0.18828	0.1888	0.18909	0.18927
0.48347	0.17933	0.18682	0.18808	0.1886	0.18888	0.18906
0.48452	0.17914	0.18661	0.18787	0.18839	0.18867	0.18885
0.48556	0.17896	0.18641	0.18766	0.18818	0.18846	0.18864
0.48661	0.17878	0.18621	0.18746	0.18798	0.18826	0.18843
0.48765	0.17859	0.18601	0.18725	0.18777	0.18805	0.18823
0.48869	0.17841	0.18581	0.18705	0.18756	0.18785	0.18802
0.48974	0.17823	0.1856	0.18685	0.18736	0.18764	0.18782
0.49078	0.17805	0.18541	0.18665	0.18716	0.18744	0.18761
0.49183	0.17786	0.18521	0.18644	0.18695	0.18723	0.18741
0.49287	0.17768	0.18501	0.18624	0.18675	0.18703	0.18721
0.49391	0.1775	0.18481	0.18604	0.18655	0.18683	0.187
0.49496	0.17732	0.18461	0.18584	0.18635	0.18663	0.1868
0.496	0.17715	0.18442	0.18564	0.18615	0.18643	0.1866
0.49705	0.17697	0.18422	0.18544	0.18595	0.18623	0.1864
0.49809	0.17679	0.18402	0.18525	0.18575	0.18603	0.1862
0.49914	0.17661	0.18383	0.18505	0.18555	0.18583	0.186
0.50018	0.17644	0.18364	0.18485	0.18535	0.18563	0.1858
0.50122	0.17626	0.18344	0.18466	0.18516	0.18543	0.1856
0.50227	0.17608	0.18325	0.18446	0.18496	0.18523	0.18541
0.50331	0.17591	0.18306	0.18427	0.18476	0.18504	0.18521
0.50436	0.17573	0.18286	0.18407	0.18457	0.18484	0.18501
0.5054	0.17556	0.18267	0.18388	0.18437	0.18465	0.18482
0.50645	0.17539	0.18248	0.18368	0.18418	0.18445	0.18462
0.50749	0.17521	0.18229	0.18349	0.18399	0.18426	0.18443
0.50853	0.17504	0.1821	0.1833	0.18379	0.18406	0.18423
0.50958	0.17487	0.18192	0.18311	0.1836	0.18387	0.18404
0.51062	0.1747	0.18173	0.18292	0.18341	0.18368	0.18385
0.51167	0.17453	0.18154	0.18273	0.18322	0.18349	0.18366
0.51271	0.17436	0.18135	0.18254	0.18303	0.1833	0.18347
0.51376	0.17418	0.18117	0.18235	0.18284	0.18311	0.18327
0.5148	0.17402	0.18098	0.18216	0.18265	0.18292	0.18308
0.51584	0.17385	0.1808	0.18197	0.18246	0.18273	0.18289
0.51689	0.17368	0.18061	0.18179	0.18227	0.18254	0.18271
0.51793	0.17351	0.18043	0.1816	0.18209	0.18235	0.18252
0.51898	0.17334	0.18024	0.18141	0.1819	0.18216	0.18233
0.52002	0.17318	0.18006	0.18123	0.18171	0.18198	0.18214
0.52106	0.17301	0.17988	0.18104	0.18153	0.18179	0.18196
0.52211	0.17284	0.1797	0.18086	0.18134	0.1816	0.18177
