k	momdis_zero	momdis_pin	momdis_thermal	momdis_gauss
-53.03008	-7.07008e-06	7.376395e-18	-2.622339e-06	3.371721e-314
-52.90442	-7.07008e-06	8.093367e-18	-2.621953e-06	1.021327e-312
-52.77876	-7.07008e-06	8.880028e-18	-2.621563e-06	3.068767e-311
-52.65309	-7.07008e-06	9.743151e-18	-2.621168e-06	9.146363e-310
-52.52743	-7.07008e-06	1.069017e-17	-2.620768e-06	2.704074e-308
-52.40177	-7.07008e-06	1.172923e-17	-2.620364e-06	7.930022e-307
-52.2761	-7.07008e-06	1.286929e-17	-2.619955e-06	2.306831e-305
-52.15044	-7.07008e-06	1.412016e-17	-2.619542e-06	6.656453e-304
-52.02477	-7.07008e-06	1.549262e-17	-2.619123e-06	1.905265e-302
-51.89911	-7.07008e-06	1.699847e-17	-2.6187e-06	5.409458e-301
-51.77345	-7.07008e-06	1.865069e-17	-2.618272e-06	1.523483e-299
-51.64778	-7.07008e-06	2.046351e-17	-2.617839e-06	4.256054e-298
-51.52212	-7.07008e-06	2.245252e-17	-2.6174e-06	1.179403e-296
-51.39646	-7.07008e-06	2.463487e-17	-2.616957e-06	3.241924e-295
-51.27079	-7.07008e-06	2.702933e-17	-2.616508e-06	8.839531e-294
-51.14513	-7.07008e-06	2.965654e-17	-2.616054e-06	2.390789e-292
-51.01946	-7.07008e-06	3.25391e-17	-2.615595e-06	6.414144e-291
-50.8938	-7.07008e-06	3.570184e-17	-2.61513e-06	1.706954e-289
-50.76814	-7.07008e-06	3.917199e-17	-2.614659e-06	4.505995e-288
-50.64247	-7.07008e-06	4.297944e-17	-2.614183e-06	1.1799e-286
-50.51681	-7.07008e-06	4.715697e-17	-2.613702e-06	3.06468e-285
-50.39115	-7.07008e-06	5.174054e-17	-2.613214e-06	7.896065e-284
-50.26548	-7.07008e-06	5.676963e-17	-2.612721e-06	2.018004e-282
-50.13982	-7.07008e-06	6.228753e-17	-2.612221e-06	5.115862e-281
-50.01416	-7.07008e-06	6.834177e-17	-2.611716e-06	1.286475e-279
-49.88849	-7.07008e-06	7.498446e-17	-2.611204e-06	3.208998e-278
-49.76283	-7.07008e-06	8.227282e-17	-2.610687e-06	7.940048e-277
-49.63716	-7.07008e-06	9.026959e-17	-2.610162e-06	1.948778e-275
-49.5115	-7.07008e-06	9.904363e-17	-2.609632e-06	4.744466e-274
-49.38584	-7.07008e-06	1.086705e-16	-2.609095e-06	1.145771e-272
-49.26017	-7.07008e-06	1.192331e-16	-2.608551e-06	2.744695e-271
-49.13451	-7.07008e-06	1.308223e-16	-2.608001e-06	6.521926e-270
-49.00885	-7.07008e-06	1.43538e-16	-2.607443e-06	1.537246e-268
-48.88318	-7.07008e-06	1.574896e-16	-2.606879e-06	3.594151e-267
-48.75752	-7.07008e-06	1.727973e-16	-2.606308e-06	8.335562e-266
-48.63185	-7.07008e-06	1.895929e-16	-2.60573e-06	1.917605e-264
-48.50619	-7.07008e-06	2.08021e-16	-2.605144e-06	4.375916e-263
-48.38053	-7.07008e-06	2.282403e-16	-2.604551e-06	9.905227e-262
-48.25486	-7.07008e-06	2.504248e-16	-2.603951e-06	2.224055e-260
-48.1292	-7.07008e-06	2.747657e-16	-2.603343e-06	4.953501e-259
-48.00354	-7.07008e-06	3.014724e-16	-2.602727e-06	1.094371e-257
-47.87787	-7.07008e-06	3.30775e-16	-2.602103e-06	2.398294e-256
-47.75221	-7.07008e-06	3.629257e-16	-2.601472e-06	5.21346e-255
-47.62654	-7.07008e-06	3.982014e-16	-2.600832e-06	1.124178e-253
-47.50088	-7.07008e-06	4.369059e-16	-2.600184e-06	2.404529e-252
-47.37522	-7.07008e-06	4.793724e-16	-2.599528e-06	5.101646e-251
-47.24955	-7.07008e-06	5.259665e-16	-2.598864e-06	1.073684e-249
-47.12389	-7.07008e-06	5.770895e-16	-2.598191e-06	2.241444e-248
-46.99823	-7.07008e-06	6.331815e-16	-2.597509e-06	4.641573e-247
-46.87256	-7.07008e-06	6.947256e-16	-2.596818e-06	9.534283e-246
-46.7469	-7.07008e-06	7.622517e-16	-2.596118e-06	1.942659e-244
-46.62123	-7.07008e-06	8.363412e-16	-2.595409e-06	3.926364e-243
-46.49557	-7.07008e-06	9.176321e-16	-2.594691e-06	7.871732e-242
-46.36991	-7.07008e-06	1.006824e-15	-2.593964e-06	1.565437e-240
-46.24424	-7.07008e-06	1.104686e-15	-2.593226e-06	3.088066e-239
-46.11858	-7.07008e-06	1.212059e-15	-2.592479e-06	6.042589e-238
-45.99292	-7.07008e-06	1.329869e-15	-2.591722e-06	1.172857e-236
-45.86725	-7.07008e-06	1.45913e-15	-2.590955e-06	2.258151e-235
-45.74159	-7.07008e-06	1.600955e-15	-2.590178e-06	4.312671e-234
-45.61593	-7.07008e-06	1.756565e-15	-2.58939e-06	8.170062e-233
-45.49026	-7.07008e-06	1.9273e-15	-2.588592e-06	1.535288e-231
-45.3646	-7.07008e-06	2.11463e-15	-2.587783e-06	2.861806e-230
-45.23893	-7.07008e-06	2.320168e-15	-2.586963e-06	5.291466e-229
-45.11327	-7.07008e-06	2.545684e-15	-2.586132e-06	9.705043e-228
-44.98761	-7.07008e-06	2.79312e-15	-2.58529e-06	1.76565e-226
-44.86194	-7.07008e-06	3.064606e-15	-2.584436e-06	3.186378e-225
-44.73628	-7.07008e-06	3.362481e-15	-2.583571e-06	5.703948e-224
-44.61062	-7.07008e-06	3.689308e-15	-2.582693e-06	1.012837e-222
-44.48495	-7.07008e-06	4.047902e-15	-2.581804e-06	1.783976e-221
-44.35929	-7.07008e-06	4.44135e-15	-2.580902e-06	3.116909e-220
-44.23362	-7.07008e-06	4.873042e-15	-2.579988e-06	5.401879e-219
-44.10796	-7.07008e-06	5.346692e-15	-2.579061e-06	9.286483e-218
-43.9823	-7.07008e-06	5.866381e-15	-2.578122e-06	1.583592e-216
-43.85663	-7.07008e-06	6.436583e-15	-2.577169e-06	2.67868e-215
-43.73097	-7.07008e-06	7.062207e-15	-2.576203e-06	4.494528e-214
-43.60531	-7.07008e-06	7.748641e-15	-2.575223e-06	7.480539e-213
-43.47964	-7.07008e-06	8.501795e-15	-2.574229e-06	1.235001e-211
-43.35398	-7.07008e-06	9.328154e-15	-2.573221e-06	2.022495e-210
-43.22831	-7.07008e-06	1.023483e-14	-2.572199e-06	3.285437e-209
-43.10265	-7.07008e-06	1.122964e-14	-2.571163e-06	5.294005e-208
-42.97699	-7.07008e-06	1.232114e-14	-2.570112e-06	8.461772e-207
-42.85132	-7.07008e-06	1.351874e-14	-2.569045e-06	1.341602e-205
-42.72566	-7.07008e-06	1.483273e-14	-2.567963e-06	2.109949e-204
-42.6	-7.07008e-06	1.627445e-14	-2.566866e-06	3.29159e-203
-42.47433	-7.07008e-06	1.785629e-14	-2.565753e-06	5.093603e-202
-42.34867	-7.07008e-06	1.959189e-14	-2.564624e-06	7.818619e-201
-42.22301	-7.07008e-06	2.149619e-14	-2.563478e-06	1.190476e-199
-42.09734	-7.07008e-06	2.358558e-14	-2.562316e-06	1.79803e-198
-41.97168	-7.07008e-06	2.587806e-14	-2.561136e-06	2.693759e-197
-41.84601	-7.07008e-06	2.839336e-14	-2.559939e-06	4.003189e-196
-41.72035	-7.07008e-06	3.115314e-14	-2.558725e-06	5.901185e-195
-41.59469	-7.07008e-06	3.418117e-14	-2.557492e-06	8.628948e-194
-41.46902	-7.07008e-06	3.750352e-14	-2.556242e-06	1.25159e-192
-41.34336	-7.07008e-06	4.114879e-14	-2.554972e-06	1.800744e-191
-41.2177	-7.07008e-06	4.514838e-14	-2.553684e-06	2.569967e-190
-41.09203	-7.07008e-06	4.953672e-14	-2.552377e-06	3.638218e-189
-40.96637	-7.07008e-06	5.43516e-14	-2.551049e-06	5.108995e-188
-40.8407	-7.07008e-06	5.963448e-14	-2.549702e-06	7.116522e-187
-40.71504	-7.07008e-06	6.543084e-14	-2.548335e-06	9.832994e-186
-40.58938	-7.07008e-06	7.17906e-14	-2.546946e-06	1.347688e-184
-40.46371	-7.07008e-06	7.876852e-14	-2.545537e-06	1.832224e-183
-40.33805	-7.07008e-06	8.642468e-14	-2.544106e-06	2.47089e-182
-40.21239	-7.07008e-06	9.4825e-14	-2.542653e-06	3.305323e-181
-40.08672	-7.07008e-06	1.040418e-13	-2.541178e-06	4.385912e-180
-39.96106	-7.07008e-06	1.141545e-13	-2.539679e-06	5.772867e-179
-39.83539	-7.07008e-06	1.252501e-13	-2.538158e-06	7.537179e-178
-39.70973	-7.07008e-06	1.374242e-13	-2.536613e-06	9.761392e-177
-39.58407	-7.07008e-06	1.507816e-13	-2.535044e-06	1.254008e-175
-39.4584	-7.07008e-06	1.654373e-13	-2.533451e-06	1.597991e-174
-39.33274	-7.07008e-06	1.815175e-13	-2.531832e-06	2.01992e-173
-39.20708	-7.07008e-06	1.991606e-13	-2.530188e-06	2.532675e-172
-39.08141	-7.07008e-06	2.185187e-13	-2.528518e-06	3.149999e-171
-38.95575	-7.07008e-06	2.397583e-13	-2.526821e-06	3.886217e-170
-38.83009	-7.07008e-06	2.630624e-13	-2.525098e-06	4.755862e-169
-38.70442	-7.07008e-06	2.886316e-13	-2.523347e-06	5.773206e-168
-38.57876	-7.07008e-06	3.166861e-13	-2.521568e-06	6.951691e-167
-38.45309	-7.07008e-06	3.474674e-13	-2.51976e-06	8.303277e-166
-38.32743	-7.07008e-06	3.812406e-13	-2.517923e-06	9.837713e-165
-38.20177	-7.07008e-06	4.182965e-13	-2.516056e-06	1.156177e-163
-38.0761	-7.07008e-06	4.589541e-13	-2.514159e-06	1.347846e-162
-37.95044	-7.07008e-06	5.035637e-13	-2.512231e-06	1.558626e-161
-37.82478	-7.07008e-06	5.525091e-13	-2.510272e-06	1.787841e-160
-37.69911	-7.07008e-06	6.06212e-13	-2.50828e-06	2.034238e-159
-37.57345	-7.07008e-06	6.651347e-13	-2.506255e-06	2.295937e-158
-37.44778	-7.07008e-06	7.297846e-13	-2.504197e-06	2.570419e-157
-37.32212	-7.07008e-06	8.007184e-13	-2.502105e-06	2.854523e-156
-37.19646	-7.07008e-06	8.785468e-13	-2.499978e-06	3.144479e-155
-37.07079	-7.07008e-06	9.639399e-13	-2.497816e-06	3.435972e-154
-36.94513	-7.07008e-06	1.057633e-12	-2.495617e-06	3.724226e-153
-36.81947	-7.07008e-06	1.160433e-12	-2.493381e-06	4.004129e-152
-36.6938	-7.07008e-06	1.273225e-12	-2.491107e-06	4.270372e-151
-36.56814	-7.07008e-06	1.39698e-12	-2.488794e-06	4.517612e-150
-36.44247	-7.07008e-06	1.532764e-12	-2.486443e-06	4.740649e-149
-36.31681	-7.07008e-06	1.681746e-12	-2.484051e-06	4.934604e-148
-36.19115	-7.07008e-06	1.845209e-12	-2.481618e-06	5.095097e-147
-36.06548	-7.070079e-06	2.02456e-12	-2.479143e-06	5.21841e-146
-35.93982	-7.070079e-06	2.221344e-12	-2.476625e-06	5.301631e-145
-35.81416	-7.070079e-06	2.437254e-12	-2.474064e-06	5.34277e-144
-35.68849	-7.070079e-06	2.674151e-12	-2.471458e-06	5.340833e-143
-35.56283	-7.070079e-06	2.934074e-12	-2.468806e-06	5.295869e-142
-35.43717	-7.070079e-06	3.21926e-12	-2.466108e-06	5.20896e-141
-35.3115	-7.070079e-06	3.532167e-12	-2.463363e-06	5.082184e-140
-35.18584	-7.070079e-06	3.875487e-12	-2.460569e-06	4.918531e-139
-35.06017	-7.070079e-06	4.252177e-12	-2.457725e-06	4.721784e-138
-34.93451	-7.070079e-06	4.665481e-12	-2.454831e-06	4.496373e-137
-34.80885	-7.070079e-06	5.118957e-12	-2.451884e-06	4.247215e-136
-34.68318	-7.070079e-06	5.616511e-12	-2.448885e-06	3.979529e-135
-34.55752	-7.070078e-06	6.162425e-12	-2.445832e-06	3.698664e-134
-34.43186	-7.070078e-06	6.761402e-12	-2.442724e-06	3.409915e-133
-34.30619	-7.070078e-06	7.418598e-12	-2.439559e-06	3.118372e-132
-34.18053	-7.070078e-06	8.139673e-12	-2.436337e-06	2.828771e-131
-34.05486	-7.070078e-06	8.930834e-12	-2.433055e-06	2.545385e-130
-33.9292	-7.070077e-06	9.798895e-12	-2.429713e-06	2.271928e-129
-33.80354	-7.070077e-06	1.075133e-11	-2.42631e-06	2.011506e-128
-33.67787	-7.070077e-06	1.179634e-11	-2.422843e-06	1.766582e-127
-33.55221	-7.070076e-06	1.294292e-11	-2.419313e-06	1.538976e-126
-33.42655	-7.070076e-06	1.420095e-11	-2.415716e-06	1.329889e-125
-33.30088	-7.070076e-06	1.558126e-11	-2.412051e-06	1.139947e-124
-33.17522	-7.070075e-06	1.709573e-11	-2.408318e-06	9.692584e-124
-33.04955	-7.070075e-06	1.87574e-11	-2.404514e-06	8.174855e-123
-32.92389	-7.070074e-06	2.058059e-11	-2.400638e-06	6.839213e-122
-32.79823	-7.070073e-06	2.258098e-11	-2.396688e-06	5.675679e-121
-32.67256	-7.070073e-06	2.477582e-11	-2.392663e-06	4.672133e-120
-32.5469	-7.070072e-06	2.718398e-11	-2.38856e-06	3.815031e-119
-32.42124	-7.070071e-06	2.982621e-11	-2.384378e-06	3.090058e-118
-32.29557	-7.07007e-06	3.272527e-11	-2.380115e-06	2.482681e-117
-32.16991	-7.070069e-06	3.590611e-11	-2.375769e-06	1.978612e-116
-32.04425	-7.070068e-06	3.939611e-11	-2.371339e-06	1.564178e-115
-31.91858	-7.070067e-06	4.322535e-11	-2.366821e-06	1.226583e-114
-31.79292	-7.070065e-06	4.742677e-11	-2.362214e-06	9.540995e-114
-31.66725	-7.070064e-06	5.203657e-11	-2.357517e-06	7.361663e-113
-31.54159	-7.070062e-06	5.709443e-11	-2.352726e-06	5.63435e-112
-31.41593	-7.07006e-06	6.26439e-11	-2.347839e-06	4.277571e-111
-31.29026	-7.070058e-06	6.873278e-11	-2.342855e-06	3.221339e-110
-31.1646	-7.070055e-06	7.541348e-11	-2.33777e-06	2.406363e-109
-31.03894	-7.070053e-06	8.274353e-11	-2.332582e-06	1.783082e-108
-30.91327	-7.07005e-06	9.078606e-11	-2.32729e-06	1.310591e-107
-30.78761	-7.070046e-06	9.96103e-11	-2.321889e-06	9.5554e-107
-30.66194	-7.070043e-06	1.092922e-10	-2.316378e-06	6.910605e-106
-30.53628	-7.070039e-06	1.199152e-10	-2.310754e-06	4.95757e-105
-30.41062	-7.070034e-06	1.315708e-10	-2.305013e-06	3.527827e-104
-30.28495	-7.07003e-06	1.443592e-10	-2.299154e-06	2.490183e-103
-30.15929	-7.070024e-06	1.583907e-10	-2.293172e-06	1.743576e-102
-30.03363	-7.070018e-06	1.73786e-10	-2.287065e-06	1.210978e-101
-29.90796	-7.070012e-06	1.906777e-10	-2.28083e-06	8.342898e-101
-29.7823	-7.070004e-06	2.092112e-10	-2.274464e-06	5.701425e-100
-29.65663	-7.069996e-06	2.295461e-10	-2.267962e-06	3.864875e-99
-29.53097	-7.069987e-06	2.518576e-10	-2.261322e-06	2.598802e-98
-29.40531	-7.069977e-06	2.763377e-10	-2.254539e-06	1.733391e-97
-29.27964	-7.069966e-06	3.031973e-10	-2.247611e-06	1.146847e-96
-29.15398	-7.069954e-06	3.326675e-10	-2.240534e-06	7.52662e-96
-29.02832	-7.069941e-06	3.650022e-10	-2.233302e-06	4.89982e-95
-28.90265	-7.069926e-06	4.004797e-10	-2.225914e-06	3.164069e-94
-28.77699	-7.069909e-06	4.394056e-10	-2.218363e-06	2.026737e-93
-28.65133	-7.069891e-06	4.82115e-10	-2.210646e-06	1.287758e-92
-28.52566	-7.069871e-06	5.289758e-10	-2.202759e-06	8.116278e-92
-28.4	-7.069849e-06	5.803912e-10	-2.194697e-06	5.074172e-91
-28.27433	-7.069824e-06	6.368042e-10	-2.186455e-06	3.146727e-90
-28.14867	-7.069796e-06	6.987005e-10	-2.178028e-06	1.935702e-89
-28.02301	-7.069766e-06	7.666129e-10	-2.169411e-06	1.181146e-88
-27.89734	-7.069733e-06	8.411263e-10	-2.1606e-06	7.149147e-88
-27.77168	-7.069696e-06	9.228822e-10	-2.151588e-06	4.292305e-87
-27.64602	-7.069655e-06	1.012585e-09	-2.14237e-06	2.556304e-86
-27.52035	-7.069609e-06	1.111006e-09	-2.13294e-06	1.51015e-85
-27.39469	-7.069559e-06	1.218994e-09	-2.123293e-06	8.849386e-85
-27.26902	-7.069503e-06	1.337478e-09	-2.113422e-06	5.143893e-84
-27.14336	-7.069442e-06	1.467478e-09	-2.103322e-06	2.965899e-83
-27.0177	-7.069374e-06	1.610115e-09	-2.092985e-06	1.696314e-82
-26.89203	-7.069299e-06	1.766615e-09	-2.082404e-06	9.623696e-82
-26.76637	-7.069216e-06	1.938327e-09	-2.071574e-06	5.415807e-81
-26.64071	-7.069124e-06	2.126728e-09	-2.060486e-06	3.023222e-80
-26.51504	-7.069022e-06	2.333443e-09	-2.049133e-06	1.674027e-79
-26.38938	-7.068909e-06	2.560249e-09	-2.037508e-06	9.194762e-79
-26.26371	-7.068785e-06	2.809101e-09	-2.025602e-06	5.009613e-78
-26.13805	-7.068647e-06	3.08214e-09	-2.013408e-06	2.707407e-77
-26.01239	-7.068495e-06	3.381719e-09	-2.000916e-06	1.451404e-76
-25.88672	-7.068327e-06	3.710416e-09	-1.988119e-06	7.718074e-76
-25.76106	-7.06814e-06	4.071061e-09	-1.975006e-06	4.071131e-75
-25.6354	-7.067934e-06	4.466761e-09	-1.961568e-06	2.130134e-74
-25.50973	-7.067707e-06	4.900922e-09	-1.947796e-06	1.105565e-73
-25.38407	-7.067455e-06	5.377283e-09	-1.93368e-06	5.691768e-73
-25.2584	-7.067177e-06	5.899945e-09	-1.919209e-06	2.906671e-72
-25.13274	-7.066869e-06	6.473409e-09	-1.904371e-06	1.472414e-71
-25.00708	-7.066528e-06	7.102613e-09	-1.889157e-06	7.398605e-71
-24.88141	-7.066152e-06	7.792974e-09	-1.873554e-06	3.687698e-70
-24.75575	-7.065736e-06	8.550437e-09	-1.857549e-06	1.823251e-69
-24.63009	-7.065276e-06	9.381524e-09	-1.841132e-06	8.941761e-69
-24.50442	-7.064767e-06	1.029339e-08	-1.824288e-06	4.349961e-68
-24.37876	-7.064205e-06	1.129389e-08	-1.807004e-06	2.099101e-67
-24.2531	-7.063584e-06	1.239164e-08	-1.789266e-06	1.00477e-66
-24.12743	-7.062897e-06	1.359608e-08	-1.771059e-06	4.770742e-66
-24.00177	-7.062137e-06	1.49176e-08	-1.75237e-06	2.246936e-65
-23.8761	-7.061298e-06	1.636756e-08	-1.733181e-06	1.049738e-64
-23.75044	-7.06037e-06	1.795846e-08	-1.713477e-06	4.864711e-64
-23.62478	-7.059345e-06	1.970399e-08	-1.69324e-06	2.236241e-63
-23.49911	-7.058212e-06	2.161918e-08	-1.672454e-06	1.019685e-62
-23.37345	-7.05696e-06	2.372052e-08	-1.651101e-06	4.6121e-62
-23.24779	-7.055576e-06	2.602611e-08	-1.62916e-06	2.06927e-61
-23.12212	-7.054046e-06	2.85558e-08	-1.606614e-06	9.209184e-61
-22.99646	-7.052356e-06	3.133138e-08	-1.58344e-06	4.065471e-60
-22.87079	-7.050489e-06	3.437673e-08	-1.559619e-06	1.780271e-59
-22.74513	-7.048425e-06	3.771809e-08	-1.535128e-06	7.732983e-59
-22.61947	-7.046145e-06	4.138422e-08	-1.509943e-06	3.331912e-58
-22.4938	-7.043626e-06	4.540669e-08	-1.484042e-06	1.424051e-57
-22.36814	-7.040843e-06	4.982013e-08	-1.4574e-06	6.037309e-57
-22.24248	-7.037768e-06	5.466256e-08	-1.42999e-06	2.538907e-56
-22.11681	-7.034371e-06	5.997566e-08	-1.401786e-06	1.059097e-55
-21.99115	-7.030619e-06	6.580519e-08	-1.372759e-06	4.382383e-55
-21.86548	-7.026473e-06	7.220133e-08	-1.342881e-06	1.798749e-54
-21.73982	-7.021894e-06	7.921917e-08	-1.312121e-06	7.323461e-54
-21.61416	-7.016836e-06	8.691913e-08	-1.280448e-06	2.957657e-53
-21.48849	-7.011249e-06	9.536751e-08	-1.247827e-06	1.184854e-52
-21.36283	-7.005079e-06	1.046371e-07	-1.214226e-06	4.708337e-52
-21.23717	-6.998264e-06	1.148076e-07	-1.179607e-06	1.855905e-51
-21.1115	-6.990737e-06	1.259667e-07	-1.143934e-06	7.256542e-51
-20.98584	-6.982425e-06	1.382104e-07	-1.107167e-06	2.814422e-50
-20.86018	-6.973246e-06	1.516442e-07	-1.069266e-06	1.082765e-49
-20.73451	-6.96311e-06	1.663837e-07	-1.030187e-06	4.132045e-49
-20.60885	-6.951918e-06	1.825559e-07	-9.898872e-07	1.564161e-48
-20.48318	-6.939559e-06	2.003e-07	-9.483189e-07	5.873317e-48
-20.35752	-6.925914e-06	2.197688e-07	-9.054338e-07	2.187615e-47
-20.23186	-6.910848e-06	2.411299e-07	-8.611812e-07	8.082472e-47
-20.10619	-6.894214e-06	2.645673e-07	-8.155078e-07	2.962122e-46
-19.98053	-6.875851e-06	2.902827e-07	-7.683582e-07	1.076831e-45
-19.85487	-6.855579e-06	3.184977e-07	-7.196742e-07	3.88309e-45
-19.7292	-6.8332e-06	3.494551e-07	-6.693949e-07	1.388971e-44
-19.60354	-6.808498e-06	3.834214e-07	-6.174566e-07	4.928269e-44
-19.47787	-6.781231e-06	4.206892e-07	-5.637928e-07	1.734528e-43
-19.35221	-6.751134e-06	4.615794e-07	-5.083334e-07	6.055553e-43
-19.22655	-6.717916e-06	5.064441e-07	-4.510054e-07	2.097065e-42
-19.10088	-6.681255e-06	5.556694e-07	-3.917319e-07	7.203701e-42
-18.97522	-6.640795e-06	6.096794e-07	-3.304324e-07	2.454624e-41
-18.84956	-6.596144e-06	6.68939e-07	-2.670227e-07	8.296596e-41
-18.72389	-6.546871e-06	7.339586e-07	-2.01414e-07	2.781638e-40
-18.59823	-6.492499e-06	8.052979e-07	-1.335135e-07	9.250958e-40
-18.47256	-6.432504e-06	8.835712e-07	-6.322357e-08	3.051817e-39
-18.3469	-6.366307e-06	9.694525e-07	9.558411e-09	9.986561e-39
-18.22124	-6.29327e-06	1.063681e-06	8.494014e-08	3.241597e-38
-18.09557	-6.21269e-06	1.167069e-06	1.630349e-07	1.043729e-37
-17.96991	-6.123793e-06	1.280505e-06	2.439617e-07	3.333511e-37
-17.84425	-6.025723e-06	1.404968e-06	3.278459e-07	1.056092e-36
-17.71858	-5.91754e-06	1.541528e-06	4.148194e-07	3.318847e-36
-17.59292	-5.798207e-06	1.691361e-06	5.05021e-07	1.034566e-35
-17.46726	-5.666579e-06	1.855757e-06	5.985968e-07	3.199007e-35
-17.34159	-5.521398e-06	2.036132e-06	6.957009e-07	9.811999e-35
-17.21593	-5.361274e-06	2.234039e-06	7.964958e-07	2.985282e-34
-17.09026	-5.184679e-06	2.451182e-06	9.011526e-07	9.009465e-34
-16.9646	-4.989927e-06	2.689431e-06	1.009852e-06	2.697107e-33
-16.83894	-4.775162e-06	2.950837e-06	1.122785e-06	8.009087e-33
-16.71327	-4.538339e-06	3.237651e-06	1.240152e-06	2.359138e-32
-16.58761	-4.277204e-06	3.552341e-06	1.362166e-06	6.893018e-32
-16.46195	-3.989277e-06	3.897619e-06	1.489053e-06	1.997796e-31
-16.33628	-3.671823e-06	4.276456e-06	1.621049e-06	5.743523e-31
-16.21062	-3.321831e-06	4.692114e-06	1.758407e-06	1.637914e-30
-16.08495	-2.935987e-06	5.148173e-06	1.901392e-06	4.633292e-30
-15.95929	-2.510637e-06	5.648559e-06	2.050286e-06	1.300091e-29
-15.83363	-2.04176e-06	6.197579e-06	2.205388e-06	3.618625e-29
-15.70796	-1.524929e-06	6.799962e-06	2.367014e-06	9.990768e-29
-15.5823	-9.552653e-07	7.460892e-06	2.535499e-06	2.736149e-28
-15.45664	-3.274019e-07	8.186061e-06	2.7112e-06	7.433038e-28
-15.33097	3.645725e-07	8.981712e-06	2.894496e-06	2.002989e-27
-15.20531	1.127165e-06	9.854695e-06	3.085787e-06	5.353975e-27
-15.07964	1.967539e-06	1.081253e-05	3.2855e-06	1.41958e-26
-14.95398	2.893579e-06	1.186345e-05	3.494089e-06	3.733609e-26
-14.82832	3.913966e-06	1.301652e-05	3.712038e-06	9.740549e-26
-14.70265	5.038252e-06	1.428165e-05	3.93986e-06	2.520715e-25
-14.57699	6.276953e-06	1.566974e-05	4.178103e-06	6.470674e-25
-14.45133	7.641639e-06	1.719274e-05	4.427352e-06	1.647635e-24
-14.32566	9.145045e-06	1.886376e-05	4.688229e-06	4.161579e-24
-14.2	1.080118e-05	2.069718e-05	4.9614e-06	1.042655e-23
-14.07434	1.262547e-05	2.270878e-05	5.247573e-06	2.591249e-23
-13.94867	1.463487e-05	2.491589e-05	5.54751e-06	6.387973e-23
-13.82301	1.684805e-05	2.733749e-05	5.86202e-06	1.562078e-22
-13.69734	1.928554e-05	2.999442e-05	6.191974e-06	3.789028e-22
-13.57168	2.196991e-05	3.290957e-05	6.538301e-06	9.11672e-22
-13.44602	2.492602e-05	3.610801e-05	6.902e-06	2.17588e-21
-13.32035	2.818119e-05	3.961726e-05	7.28414e-06	5.151302e-21
-13.19469	3.176547e-05	4.346753e-05	7.685871e-06	1.209719e-20
-13.06903	3.57119e-05	4.769196e-05	8.108425e-06	2.81798e-20
-12.94336	4.005684e-05	5.232687e-05	8.553131e-06	6.511436e-20
-12.8177	4.484024e-05	5.741216e-05	9.021416e-06	1.492455e-19
-12.69203	5.010605e-05	6.299156e-05	9.51482e-06	3.393215e-19
-12.56637	5.590257e-05	6.911308e-05	1.0035e-05	7.652565e-19
-12.44071	6.228292e-05	7.582937e-05	1.058374e-05	1.711939e-18
-12.31504	6.930547e-05	8.319818e-05	1.116299e-05	3.798878e-18
-12.18938	7.703439e-05	9.12829e-05	1.177482e-05	8.361956e-18
-12.06372	8.554022e-05	0.000100153	1.242151e-05	1.82577e-17
-11.93805	9.490046e-05	0.0001098848	1.31055e-05	3.954302e-17
-11.81239	0.0001052003	0.0001205619	1.382945e-05	8.495309e-17
-11.68672	0.0001165333	0.0001322761	1.459626e-05	1.810399e-16
-11.56106	0.0001290023	0.0001451281	1.540905e-05	3.826968e-16
-11.4354	0.0001427204	0.0001592282	1.627125e-05	8.024557e-16
-11.30973	0.0001578116	0.0001746975	1.718659e-05	1.669064e-15
-11.18407	0.0001744122	0.000191669	1.815912e-05	3.443582e-15
-11.05841	0.000192672	0.0002102883	1.91933e-05	7.047474e-15
-10.93274	0.0002127554	0.0002307151	2.0294e-05	1.430679e-14
-10.80708	0.000234843	0.0002531248	2.146654e-05	2.880955e-14
-10.68142	0.0002591331	0.0002777096	2.271679e-05	5.754617e-14
-10.55575	0.0002858432	0.0003046802	2.40512e-05	1.140202e-13
-10.43009	0.0003152123	0.0003342677	2.547686e-05	2.240955e-13
-10.30442	0.0003475027	0.0003667256	2.700164e-05	4.368878e-13
-10.17876	0.000383002	0.0004023318	2.86342e-05	8.448747e-13
-10.0531	0.0004220261	0.000441391	3.038417e-05	1.620691e-12
-9.927433	0.0004649214	0.0004842371	3.226225e-05	3.083855e-12
-9.801769	0.0005120679	0.0005312362	3.428036e-05	5.820672e-12
-9.676105	0.0005638824	0.0005827898	3.64518e-05	1.089778e-11
-9.550442	0.000620822	0.0006393378	3.879147e-05	2.023897e-11
-9.424778	0.0006833877	0.000701362	4.131612e-05	3.728417e-11
-9.299114	0.0007521288	0.0007693909	4.404458e-05	6.813123e-11
-9.173451	0.0008276473	0.0008440031	4.699816e-05	1.234962e-10
-9.047787	0.0009106028	0.0009258327	5.020104e-05	2.220478e-10
-8.922123	0.001001718	0.001015574	5.368071e-05	3.960272e-10
-8.796459	0.001101784	0.001113988	5.746863e-05	7.006307e-10
-8.670796	0.001211667	0.001221906	6.16009e-05	1.229529e-09
